published_date,newspaper_line,NEGATIVE,POSITIVE
2022-07-30,The Times and The Sunday Times,0,1
2022-07-31,Daily Mail and Mail on Sunday,1,0
2022-07-31,Daily Mirror,0,0
2022-07-31,Metro,0,0
2022-07-31,The Daily Telegraph,0,0
2022-07-31,The Guardian,0,0
2022-07-31,The Independent,3,1
2022-07-31,The Sun,0,0
2022-07-31,The Times and The Sunday Times,0,1
2022-08-01,Daily Mail and Mail on Sunday,0,1
2022-08-01,Daily Mirror,0,0
2022-08-01,Metro,1,0
2022-08-01,The Daily Telegraph,2,0
2022-08-01,The Guardian,3,1
2022-08-01,The Independent,1,3
2022-08-01,The Sun,1,0
2022-08-01,The Times and The Sunday Times,2,0
2022-08-02,Daily Mail and Mail on Sunday,1,0
2022-08-02,Daily Mirror,1,0
2022-08-02,Metro,0,0
2022-08-02,The Daily Telegraph,5,0
2022-08-02,The Guardian,2,0
2022-08-02,The Independent,1,1
2022-08-02,The Sun,0,0
2022-08-02,The Times and The Sunday Times,0,1
2022-08-03,Daily Mail and Mail on Sunday,0,1
2022-08-03,Daily Mirror,0,0
2022-08-03,Metro,0,0
2022-08-03,The Daily Telegraph,1,0
2022-08-03,The Guardian,0,1
2022-08-03,The Independent,2,1
2022-08-03,The Sun,0,0
2022-08-03,The Times and The Sunday Times,3,0
2022-08-04,Daily Mail and Mail on Sunday,0,0
2022-08-04,Daily Mirror,0,0
2022-08-04,Metro,0,1
2022-08-04,The Daily Telegraph,1,0
2022-08-04,The Guardian,1,0
2022-08-04,The Independent,3,0
2022-08-04,The Sun,1,0
2022-08-04,The Times and The Sunday Times,1,1
2022-08-05,Daily Mail and Mail on Sunday,0,0
2022-08-05,Daily Mirror,0,0
2022-08-05,Metro,2,0
2022-08-05,The Daily Telegraph,2,1
2022-08-05,The Guardian,1,3
2022-08-05,The Independent,0,1
2022-08-05,The Sun,2,0
2022-08-05,The Times and The Sunday Times,2,0
2022-08-06,Daily Mail and Mail on Sunday,0,0
2022-08-06,Daily Mirror,0,0
2022-08-06,Metro,0,0
2022-08-06,The Daily Telegraph,3,0
2022-08-06,The Guardian,0,1
2022-08-06,The Independent,3,1
2022-08-06,The Sun,1,0
2022-08-06,The Times and The Sunday Times,2,1
2022-08-07,Daily Mail and Mail on Sunday,0,0
2022-08-07,Daily Mirror,0,1
2022-08-07,Metro,0,0
2022-08-07,The Daily Telegraph,0,0
2022-08-07,The Guardian,0,0
2022-08-07,The Independent,1,0
2022-08-07,The Sun,0,0
2022-08-07,The Times and The Sunday Times,1,1
2022-08-08,Daily Mail and Mail on Sunday,0,0
2022-08-08,Daily Mirror,0,1
2022-08-08,Metro,0,0
2022-08-08,The Daily Telegraph,1,0
2022-08-08,The Guardian,1,0
2022-08-08,The Independent,3,0
2022-08-08,The Sun,1,2
2022-08-08,The Times and The Sunday Times,0,1
2022-08-09,Daily Mail and Mail on Sunday,1,0
2022-08-09,Daily Mirror,1,1
2022-08-09,Metro,1,1
2022-08-09,The Daily Telegraph,1,0
2022-08-09,The Guardian,1,1
2022-08-09,The Independent,5,2
2022-08-09,The Sun,0,0
2022-08-09,The Times and The Sunday Times,2,0
2022-08-10,Daily Mail and Mail on Sunday,1,0
2022-08-10,Daily Mirror,2,0
2022-08-10,Metro,1,0
2022-08-10,The Daily Telegraph,1,0
2022-08-10,The Guardian,1,1
2022-08-10,The Independent,8,3
2022-08-10,The Sun,0,0
2022-08-10,The Times and The Sunday Times,3,1
2022-08-11,Daily Mail and Mail on Sunday,2,1
2022-08-11,Daily Mirror,3,0
2022-08-11,Metro,2,0
2022-08-11,The Daily Telegraph,3,0
2022-08-11,The Guardian,1,1
2022-08-11,The Independent,3,0
2022-08-11,The Sun,3,0
2022-08-11,The Times and The Sunday Times,2,0
2022-08-12,Daily Mail and Mail on Sunday,1,0
2022-08-12,Daily Mirror,3,0
2022-08-12,Metro,1,0
2022-08-12,The Daily Telegraph,1,0
2022-08-12,The Guardian,2,0
2022-08-12,The Independent,7,2
2022-08-12,The Sun,1,0
2022-08-12,The Times and The Sunday Times,1,1
2022-08-13,Daily Mail and Mail on Sunday,2,0
2022-08-13,Daily Mirror,2,0
2022-08-13,Metro,0,0
2022-08-13,The Daily Telegraph,3,1
2022-08-13,The Guardian,1,0
2022-08-13,The Independent,3,1
2022-08-13,The Sun,2,0
2022-08-13,The Times and The Sunday Times,5,0
2022-08-14,Daily Mail and Mail on Sunday,0,0
2022-08-14,Daily Mirror,0,2
2022-08-14,Metro,0,0
2022-08-14,The Daily Telegraph,0,0
2022-08-14,The Guardian,0,0
2022-08-14,The Independent,2,0
2022-08-14,The Sun,0,0
2022-08-14,The Times and The Sunday Times,3,1
2022-08-15,Daily Mail and Mail on Sunday,1,1
2022-08-15,Daily Mirror,0,0
2022-08-15,Metro,0,0
2022-08-15,The Daily Telegraph,0,0
2022-08-15,The Guardian,2,0
2022-08-15,The Independent,2,2
2022-08-15,The Sun,0,0
2022-08-15,The Times and The Sunday Times,1,0
2022-08-16,Daily Mail and Mail on Sunday,0,0
2022-08-16,Daily Mirror,0,0
2022-08-16,Metro,3,1
2022-08-16,The Daily Telegraph,2,0
2022-08-16,The Guardian,2,2
2022-08-16,The Independent,3,4
2022-08-16,The Sun,1,0
2022-08-16,The Times and The Sunday Times,3,1
2022-08-17,Daily Mail and Mail on Sunday,0,2
2022-08-17,Daily Mirror,0,1
2022-08-17,Metro,0,0
2022-08-17,The Daily Telegraph,1,1
2022-08-17,The Guardian,1,1
2022-08-17,The Independent,7,2
2022-08-17,The Sun,0,0
2022-08-17,The Times and The Sunday Times,2,0
2022-08-18,Daily Mail and Mail on Sunday,0,1
2022-08-18,Daily Mirror,2,0
2022-08-18,Metro,3,0
2022-08-18,The Daily Telegraph,0,0
2022-08-18,The Guardian,4,1
2022-08-18,The Independent,7,2
2022-08-18,The Sun,2,1
2022-08-18,The Times and The Sunday Times,5,0
2022-08-19,Daily Mail and Mail on Sunday,0,1
2022-08-19,Daily Mirror,2,0
2022-08-19,Metro,3,0
2022-08-19,The Daily Telegraph,1,0
2022-08-19,The Guardian,3,1
2022-08-19,The Independent,4,4
2022-08-19,The Sun,1,0
2022-08-19,The Times and The Sunday Times,2,2
2022-08-20,Daily Mail and Mail on Sunday,3,0
2022-08-20,Daily Mirror,0,0
2022-08-20,Metro,0,0
2022-08-20,The Daily Telegraph,2,0
2022-08-20,The Guardian,2,0
2022-08-20,The Independent,3,0
2022-08-20,The Sun,3,2
2022-08-20,The Times and The Sunday Times,0,2
2022-08-21,Daily Mail and Mail on Sunday,1,0
2022-08-21,Daily Mirror,1,1
2022-08-21,Metro,0,0
2022-08-21,The Daily Telegraph,0,0
2022-08-21,The Guardian,0,0
2022-08-21,The Independent,3,1
2022-08-21,The Sun,1,0
2022-08-21,The Times and The Sunday Times,0,0
2022-08-22,Daily Mail and Mail on Sunday,1,0
2022-08-22,Daily Mirror,0,0
2022-08-22,Metro,0,0
2022-08-22,The Daily Telegraph,0,0
2022-08-22,The Guardian,0,3
2022-08-22,The Independent,12,6
2022-08-22,The Sun,1,0
2022-08-22,The Times and The Sunday Times,3,4
2022-08-23,Daily Mail and Mail on Sunday,4,0
2022-08-23,Daily Mirror,1,0
2022-08-23,Metro,0,0
2022-08-23,The Daily Telegraph,6,0
2022-08-23,The Guardian,1,2
2022-08-23,The Independent,12,3
2022-08-23,The Sun,3,1
2022-08-23,The Times and The Sunday Times,4,1
2022-08-24,Daily Mail and Mail on Sunday,2,0
2022-08-24,Daily Mirror,0,0
2022-08-24,Metro,2,0
2022-08-24,The Daily Telegraph,0,0
2022-08-24,The Guardian,4,1
2022-08-24,The Independent,5,5
2022-08-24,The Sun,2,0
2022-08-24,The Times and The Sunday Times,2,2
2022-08-25,Daily Mail and Mail on Sunday,0,0
2022-08-25,Daily Mirror,3,0
2022-08-25,Metro,1,0
2022-08-25,The Daily Telegraph,4,0
2022-08-25,The Guardian,2,1
2022-08-25,The Independent,11,8
2022-08-25,The Sun,0,0
2022-08-25,The Times and The Sunday Times,4,1
2022-08-26,Daily Mail and Mail on Sunday,1,0
2022-08-26,Daily Mirror,3,0
2022-08-26,Metro,1,0
2022-08-26,The Daily Telegraph,2,1
2022-08-26,The Guardian,2,1
2022-08-26,The Independent,3,5
2022-08-26,The Sun,2,0
2022-08-26,The Times and The Sunday Times,9,0
2022-08-27,Daily Mail and Mail on Sunday,0,0
2022-08-27,Daily Mirror,2,0
2022-08-27,Metro,0,0
2022-08-27,The Daily Telegraph,2,1
2022-08-27,The Guardian,0,1
2022-08-27,The Independent,2,4
2022-08-27,The Sun,3,0
2022-08-27,The Times and The Sunday Times,1,0
2022-08-28,Daily Mail and Mail on Sunday,2,0
2022-08-28,Daily Mirror,2,0
2022-08-28,Metro,0,0
2022-08-28,The Daily Telegraph,0,0
2022-08-28,The Guardian,2,1
2022-08-28,The Independent,1,6
2022-08-28,The Sun,2,0
2022-08-28,The Times and The Sunday Times,5,1
2022-08-29,Daily Mail and Mail on Sunday,0,0
2022-08-29,Daily Mirror,0,0
2022-08-29,Metro,0,0
2022-08-29,The Daily Telegraph,3,1
2022-08-29,The Guardian,3,1
2022-08-29,The Independent,8,6
2022-08-29,The Sun,1,1
2022-08-29,The Times and The Sunday Times,1,1
2022-08-30,Daily Mail and Mail on Sunday,2,0
2022-08-30,Daily Mirror,0,0
2022-08-30,Metro,1,0
2022-08-30,The Daily Telegraph,3,0
2022-08-30,The Guardian,3,1
2022-08-30,The Independent,5,5
2022-08-30,The Sun,2,0
2022-08-30,The Times and The Sunday Times,4,1
2022-08-31,Daily Mail and Mail on Sunday,0,2
2022-08-31,Daily Mirror,0,0
2022-08-31,Metro,1,0
2022-08-31,The Daily Telegraph,2,1
2022-08-31,The Guardian,1,1
2022-08-31,The Independent,3,2
2022-08-31,The Sun,1,0
2022-08-31,The Times and The Sunday Times,2,3
2022-09-01,Daily Mail and Mail on Sunday,1,0
2022-09-01,Daily Mirror,2,0
2022-09-01,Metro,3,0
2022-09-01,The Daily Telegraph,2,0
2022-09-01,The Guardian,0,1
2022-09-01,The Independent,4,8
2022-09-01,The Sun,1,0
2022-09-01,The Times and The Sunday Times,4,0
2022-09-02,Daily Mail and Mail on Sunday,3,0
2022-09-02,Daily Mirror,0,0
2022-09-02,Metro,1,0
2022-09-02,The Daily Telegraph,3,1
2022-09-02,The Guardian,2,1
2022-09-02,The Independent,4,8
2022-09-02,The Sun,2,1
2022-09-02,The Times and The Sunday Times,4,2
2022-09-03,Daily Mail and Mail on Sunday,0,0
2022-09-03,Daily Mirror,0,0
2022-09-03,Metro,0,0
2022-09-03,The Daily Telegraph,0,2
2022-09-03,The Guardian,3,0
2022-09-03,The Independent,4,4
2022-09-03,The Sun,2,0
2022-09-03,The Times and The Sunday Times,1,1
2022-09-04,Daily Mail and Mail on Sunday,0,0
2022-09-04,Daily Mirror,0,0
2022-09-04,Metro,0,0
2022-09-04,The Daily Telegraph,0,0
2022-09-04,The Guardian,0,0
2022-09-04,The Independent,1,2
2022-09-04,The Sun,2,1
2022-09-04,The Times and The Sunday Times,0,0
2022-09-05,Daily Mail and Mail on Sunday,0,0
2022-09-05,Daily Mirror,0,0
2022-09-05,Metro,0,0
2022-09-05,The Daily Telegraph,1,0
2022-09-05,The Guardian,1,3
2022-09-05,The Independent,2,7
2022-09-05,The Sun,0,0
2022-09-05,The Times and The Sunday Times,0,1
2022-09-06,Daily Mail and Mail on Sunday,0,0
2022-09-06,Daily Mirror,0,0
2022-09-06,Metro,0,0
2022-09-06,The Daily Telegraph,1,1
2022-09-06,The Guardian,3,4
2022-09-06,The Independent,4,4
2022-09-06,The Sun,1,2
2022-09-06,The Times and The Sunday Times,0,0
2022-09-07,Daily Mail and Mail on Sunday,0,1
2022-09-07,Daily Mirror,0,0
2022-09-07,Metro,1,0
2022-09-07,The Daily Telegraph,1,1
2022-09-07,The Guardian,0,2
2022-09-07,The Independent,6,1
2022-09-07,The Sun,0,0
2022-09-07,The Times and The Sunday Times,0,0
2022-09-08,Daily Mail and Mail on Sunday,0,0
2022-09-08,Daily Mirror,1,0
2022-09-08,Metro,2,0
2022-09-08,The Daily Telegraph,3,0
2022-09-08,The Guardian,0,3
2022-09-08,The Independent,1,14
2022-09-08,The Sun,1,0
2022-09-08,The Times and The Sunday Times,4,0
2022-09-09,Daily Mail and Mail on Sunday,0,2
2022-09-09,Daily Mirror,0,1
2022-09-09,Metro,0,0
2022-09-09,The Daily Telegraph,0,0
2022-09-09,The Guardian,1,2
2022-09-09,The Independent,2,2
2022-09-09,The Sun,0,1
2022-09-09,The Times and The Sunday Times,0,1
2022-09-10,Daily Mail and Mail on Sunday,0,0
2022-09-10,Daily Mirror,0,0
2022-09-10,Metro,0,0
2022-09-10,The Daily Telegraph,0,0
2022-09-10,The Guardian,1,0
2022-09-10,The Independent,1,0
2022-09-10,The Sun,1,2
2022-09-10,The Times and The Sunday Times,0,0
2022-09-11,Daily Mail and Mail on Sunday,0,0
2022-09-11,Daily Mirror,0,0
2022-09-11,Metro,0,0
2022-09-11,The Daily Telegraph,0,0
2022-09-11,The Guardian,0,0
2022-09-11,The Independent,0,0
2022-09-11,The Sun,0,1
2022-09-11,The Times and The Sunday Times,0,1
2022-09-12,Daily Mail and Mail on Sunday,0,0
2022-09-12,Daily Mirror,0,0
2022-09-12,Metro,0,0
2022-09-12,The Daily Telegraph,0,0
2022-09-12,The Guardian,2,1
2022-09-12,The Independent,1,1
2022-09-12,The Sun,0,0
2022-09-12,The Times and The Sunday Times,0,0
2022-09-13,Daily Mail and Mail on Sunday,0,0
2022-09-13,Daily Mirror,0,0
2022-09-13,Metro,1,0
2022-09-13,The Daily Telegraph,0,0
2022-09-13,The Guardian,2,1
2022-09-13,The Independent,0,1
2022-09-13,The Sun,0,0
2022-09-13,The Times and The Sunday Times,0,1
2022-09-14,Daily Mail and Mail on Sunday,0,0
2022-09-14,Daily Mirror,0,0
2022-09-14,Metro,0,0
2022-09-14,The Daily Telegraph,3,0
2022-09-14,The Guardian,0,1
2022-09-14,The Independent,1,1
2022-09-14,The Sun,1,0
2022-09-14,The Times and The Sunday Times,1,1
2022-09-15,Daily Mail and Mail on Sunday,1,2
2022-09-15,Daily Mirror,0,0
2022-09-15,Metro,0,0
2022-09-15,The Daily Telegraph,1,0
2022-09-15,The Guardian,2,1
2022-09-15,The Independent,0,2
2022-09-15,The Sun,1,0
2022-09-15,The Times and The Sunday Times,1,0
2022-09-16,Daily Mail and Mail on Sunday,1,0
2022-09-16,Daily Mirror,1,0
2022-09-16,Metro,0,0
2022-09-16,The Daily Telegraph,0,0
2022-09-16,The Guardian,1,2
2022-09-16,The Independent,2,0
2022-09-16,The Sun,1,0
2022-09-16,The Times and The Sunday Times,1,0
2022-09-17,Daily Mail and Mail on Sunday,3,0
2022-09-17,Daily Mirror,1,0
2022-09-17,Metro,0,0
2022-09-17,The Daily Telegraph,4,0
2022-09-17,The Guardian,1,1
2022-09-17,The Independent,1,0
2022-09-17,The Sun,3,0
2022-09-17,The Times and The Sunday Times,1,0
2022-09-18,Daily Mail and Mail on Sunday,0,0
2022-09-18,Daily Mirror,0,0
2022-09-18,Metro,0,0
2022-09-18,The Daily Telegraph,0,0
2022-09-18,The Guardian,0,3
2022-09-18,The Independent,0,3
2022-09-18,The Sun,0,0
2022-09-18,The Times and The Sunday Times,1,1
2022-09-19,Daily Mail and Mail on Sunday,0,0
2022-09-19,Daily Mirror,0,0
2022-09-19,Metro,0,0
2022-09-19,The Daily Telegraph,0,0
2022-09-19,The Guardian,0,2
2022-09-19,The Independent,2,2
2022-09-19,The Sun,0,0
2022-09-19,The Times and The Sunday Times,1,0
2022-09-20,Daily Mail and Mail on Sunday,0,0
2022-09-20,Daily Mirror,0,0
2022-09-20,Metro,0,0
2022-09-20,The Daily Telegraph,0,0
2022-09-20,The Guardian,2,2
2022-09-20,The Independent,4,6
2022-09-20,The Sun,0,0
2022-09-20,The Times and The Sunday Times,0,0
2022-09-21,Daily Mail and Mail on Sunday,1,0
2022-09-21,Daily Mirror,1,0
2022-09-21,Metro,1,0
2022-09-21,The Daily Telegraph,3,1
2022-09-21,The Guardian,2,1
2022-09-21,The Independent,2,2
2022-09-21,The Sun,0,0
2022-09-21,The Times and The Sunday Times,4,0
2022-09-22,Daily Mail and Mail on Sunday,0,0
2022-09-22,Daily Mirror,0,1
2022-09-22,Metro,0,0
2022-09-22,The Daily Telegraph,0,0
2022-09-22,The Guardian,1,0
2022-09-22,The Independent,1,2
2022-09-22,The Sun,1,0
2022-09-22,The Times and The Sunday Times,4,0
2022-09-23,Daily Mail and Mail on Sunday,4,0
2022-09-23,Daily Mirror,2,1
2022-09-23,Metro,1,0
2022-09-23,The Daily Telegraph,3,0
2022-09-23,The Guardian,5,4
2022-09-23,The Independent,6,6
2022-09-23,The Sun,2,1
2022-09-23,The Times and The Sunday Times,2,2
2022-09-24,Daily Mail and Mail on Sunday,1,0
2022-09-24,Daily Mirror,0,0
2022-09-24,Metro,0,0
2022-09-24,The Daily Telegraph,1,0
2022-09-24,The Guardian,0,1
2022-09-24,The Independent,3,4
2022-09-24,The Sun,2,0
2022-09-24,The Times and The Sunday Times,1,1
2022-09-25,Daily Mail and Mail on Sunday,0,0
2022-09-25,Daily Mirror,0,0
2022-09-25,Metro,0,0
2022-09-25,The Daily Telegraph,0,0
2022-09-25,The Guardian,0,3
2022-09-25,The Independent,1,5
2022-09-25,The Sun,0,0
2022-09-25,The Times and The Sunday Times,1,0
2022-09-26,Daily Mail and Mail on Sunday,1,2
2022-09-26,Daily Mirror,0,0
2022-09-26,Metro,1,0
2022-09-26,The Daily Telegraph,0,1
2022-09-26,The Guardian,0,2
2022-09-26,The Independent,4,3
2022-09-26,The Sun,0,0
2022-09-26,The Times and The Sunday Times,0,1
2022-09-27,Daily Mail and Mail on Sunday,1,0
2022-09-27,Daily Mirror,0,0
2022-09-27,Metro,0,0
2022-09-27,The Daily Telegraph,1,0
2022-09-27,The Guardian,0,2
2022-09-27,The Independent,3,3
2022-09-27,The Sun,0,0
2022-09-27,The Times and The Sunday Times,0,1
2022-09-28,Daily Mail and Mail on Sunday,0,0
2022-09-28,Daily Mirror,0,0
2022-09-28,Metro,2,0
2022-09-28,The Daily Telegraph,2,0
2022-09-28,The Guardian,1,1
2022-09-28,The Independent,4,3
2022-09-28,The Sun,0,0
2022-09-28,The Times and The Sunday Times,1,0
2022-09-29,Daily Mail and Mail on Sunday,0,0
2022-09-29,Daily Mirror,1,0
2022-09-29,Metro,1,0
2022-09-29,The Daily Telegraph,0,0
2022-09-29,The Guardian,1,0
2022-09-29,The Independent,1,7
2022-09-29,The Sun,0,0
2022-09-29,The Times and The Sunday Times,1,0
2022-09-30,Daily Mail and Mail on Sunday,0,0
2022-09-30,Daily Mirror,0,0
2022-09-30,Metro,0,0
2022-09-30,The Daily Telegraph,0,0
2022-09-30,The Guardian,0,1
2022-09-30,The Independent,3,6
2022-09-30,The Sun,1,1
2022-09-30,The Times and The Sunday Times,1,2
2022-10-01,Daily Mail and Mail on Sunday,0,0
2022-10-01,Daily Mirror,1,1
2022-10-01,Metro,0,0
2022-10-01,The Daily Telegraph,1,0
2022-10-01,The Guardian,5,2
2022-10-01,The Independent,2,6
2022-10-01,The Sun,0,0
2022-10-01,The Times and The Sunday Times,4,0
2022-10-02,Daily Mail and Mail on Sunday,0,0
2022-10-02,Daily Mirror,1,0
2022-10-02,Metro,0,0
2022-10-02,The Daily Telegraph,0,0
2022-10-02,The Guardian,2,1
2022-10-02,The Independent,0,6
2022-10-02,The Sun,0,0
2022-10-02,The Times and The Sunday Times,2,1
2022-10-03,Daily Mail and Mail on Sunday,0,0
2022-10-03,Daily Mirror,0,0
2022-10-03,Metro,1,0
2022-10-03,The Daily Telegraph,0,0
2022-10-03,The Guardian,1,0
2022-10-03,The Independent,0,1
2022-10-03,The Sun,0,0
2022-10-03,The Times and The Sunday Times,2,0
2022-10-04,Daily Mail and Mail on Sunday,0,0
2022-10-04,Daily Mirror,0,0
2022-10-04,Metro,0,0
2022-10-04,The Daily Telegraph,0,0
2022-10-04,The Guardian,2,1
2022-10-04,The Independent,1,11
2022-10-04,The Sun,0,0
2022-10-04,The Times and The Sunday Times,0,0
2022-10-05,Daily Mail and Mail on Sunday,0,0
2022-10-05,Daily Mirror,0,0
2022-10-05,Metro,1,0
2022-10-05,The Daily Telegraph,0,2
2022-10-05,The Guardian,2,0
2022-10-05,The Independent,2,3
2022-10-05,The Sun,1,1
2022-10-05,The Times and The Sunday Times,3,1
2022-10-06,Daily Mail and Mail on Sunday,1,0
2022-10-06,Daily Mirror,0,1
2022-10-06,Metro,3,0
2022-10-06,The Daily Telegraph,2,2
2022-10-06,The Guardian,3,0
2022-10-06,The Independent,2,3
2022-10-06,The Sun,4,0
2022-10-06,The Times and The Sunday Times,0,0
2022-10-07,Daily Mail and Mail on Sunday,2,1
2022-10-07,Daily Mirror,0,0
2022-10-07,Metro,2,0
2022-10-07,The Daily Telegraph,0,3
2022-10-07,The Guardian,0,1
2022-10-07,The Independent,0,2
2022-10-07,The Sun,0,0
2022-10-07,The Times and The Sunday Times,1,2
2022-10-08,Daily Mail and Mail on Sunday,1,1
2022-10-08,Daily Mirror,0,1
2022-10-08,Metro,0,0
2022-10-08,The Daily Telegraph,1,0
2022-10-08,The Guardian,4,0
2022-10-08,The Independent,1,0
2022-10-08,The Sun,0,1
2022-10-08,The Times and The Sunday Times,0,0
2022-10-09,Daily Mail and Mail on Sunday,0,0
2022-10-09,Daily Mirror,2,0
2022-10-09,Metro,0,0
2022-10-09,The Daily Telegraph,0,0
2022-10-09,The Guardian,1,1
2022-10-09,The Independent,0,1
2022-10-09,The Sun,0,0
2022-10-09,The Times and The Sunday Times,0,1
2022-10-10,Daily Mail and Mail on Sunday,1,0
2022-10-10,Daily Mirror,1,0
2022-10-10,Metro,0,0
2022-10-10,The Daily Telegraph,0,0
2022-10-10,The Guardian,0,1
2022-10-10,The Independent,6,8
2022-10-10,The Sun,0,0
2022-10-10,The Times and The Sunday Times,6,0
2022-10-11,Daily Mail and Mail on Sunday,0,0
2022-10-11,Daily Mirror,0,0
2022-10-11,Metro,0,0
2022-10-11,The Daily Telegraph,1,2
2022-10-11,The Guardian,1,3
2022-10-11,The Independent,3,6
2022-10-11,The Sun,0,0
2022-10-11,The Times and The Sunday Times,0,1
2022-10-12,Daily Mail and Mail on Sunday,0,0
2022-10-12,Daily Mirror,0,1
2022-10-12,Metro,0,0
2022-10-12,The Daily Telegraph,2,0
2022-10-12,The Guardian,1,2
2022-10-12,The Independent,0,4
2022-10-12,The Sun,0,0
2022-10-12,The Times and The Sunday Times,0,1
2022-10-13,Daily Mail and Mail on Sunday,0,0
2022-10-13,Daily Mirror,0,0
2022-10-13,Metro,0,0
2022-10-13,The Daily Telegraph,0,1
2022-10-13,The Guardian,1,0
2022-10-13,The Independent,2,1
2022-10-13,The Sun,0,0
2022-10-13,The Times and The Sunday Times,0,0
2022-10-14,Daily Mail and Mail on Sunday,0,0
2022-10-14,Daily Mirror,0,0
2022-10-14,Metro,3,0
2022-10-14,The Daily Telegraph,0,1
2022-10-14,The Guardian,2,0
2022-10-14,The Independent,5,3
2022-10-14,The Sun,1,0
2022-10-14,The Times and The Sunday Times,1,0
2022-10-15,Daily Mail and Mail on Sunday,1,0
2022-10-15,Daily Mirror,2,0
2022-10-15,Metro,0,0
2022-10-15,The Daily Telegraph,3,0
2022-10-15,The Guardian,0,1
2022-10-15,The Independent,1,0
2022-10-15,The Sun,1,0
2022-10-15,The Times and The Sunday Times,5,0
2022-10-16,Daily Mail and Mail on Sunday,1,0
2022-10-16,Daily Mirror,0,1
2022-10-16,Metro,0,0
2022-10-16,The Daily Telegraph,0,0
2022-10-16,The Guardian,2,0
2022-10-16,The Independent,2,1
2022-10-16,The Sun,0,0
2022-10-16,The Times and The Sunday Times,1,2
2022-10-17,Daily Mail and Mail on Sunday,0,0
2022-10-17,Daily Mirror,3,0
2022-10-17,Metro,0,0
2022-10-17,The Daily Telegraph,0,0
2022-10-17,The Guardian,0,0
2022-10-17,The Independent,5,0
2022-10-17,The Sun,1,0
2022-10-17,The Times and The Sunday Times,1,0
2022-10-18,Daily Mail and Mail on Sunday,0,0
2022-10-18,Daily Mirror,2,0
2022-10-18,Metro,0,0
2022-10-18,The Daily Telegraph,0,0
2022-10-18,The Guardian,2,1
2022-10-18,The Independent,4,3
2022-10-18,The Sun,0,0
2022-10-18,The Times and The Sunday Times,1,0
2022-10-19,Daily Mail and Mail on Sunday,1,0
2022-10-19,Daily Mirror,1,0
2022-10-19,Metro,4,0
2022-10-19,The Daily Telegraph,2,0
2022-10-19,The Guardian,3,1
2022-10-19,The Independent,8,2
2022-10-19,The Sun,4,0
2022-10-19,The Times and The Sunday Times,9,1
2022-10-20,Daily Mail and Mail on Sunday,1,0
2022-10-20,Daily Mirror,2,0
2022-10-20,Metro,1,0
2022-10-20,The Daily Telegraph,0,1
2022-10-20,The Guardian,4,0
2022-10-20,The Independent,5,3
2022-10-20,The Sun,0,0
2022-10-20,The Times and The Sunday Times,3,0
2022-10-21,Daily Mail and Mail on Sunday,0,0
2022-10-21,Daily Mirror,2,0
2022-10-21,Metro,0,0
2022-10-21,The Daily Telegraph,0,0
2022-10-21,The Guardian,0,0
2022-10-21,The Independent,1,3
2022-10-21,The Sun,0,0
2022-10-21,The Times and The Sunday Times,0,1
2022-10-22,Daily Mail and Mail on Sunday,0,0
2022-10-22,Daily Mirror,0,0
2022-10-22,Metro,0,0
2022-10-22,The Daily Telegraph,1,0
2022-10-22,The Guardian,0,1
2022-10-22,The Independent,5,3
2022-10-22,The Sun,1,0
2022-10-22,The Times and The Sunday Times,2,0
2022-10-23,Daily Mail and Mail on Sunday,0,0
2022-10-23,Daily Mirror,0,0
2022-10-23,Metro,0,0
2022-10-23,The Daily Telegraph,0,0
2022-10-23,The Guardian,2,2
2022-10-23,The Independent,4,4
2022-10-23,The Sun,1,0
2022-10-23,The Times and The Sunday Times,2,1
2022-10-24,Daily Mail and Mail on Sunday,0,0
2022-10-24,Daily Mirror,1,0
2022-10-24,Metro,0,0
2022-10-24,The Daily Telegraph,2,0
2022-10-24,The Guardian,0,3
2022-10-24,The Independent,4,4
2022-10-24,The Sun,1,0
2022-10-24,The Times and The Sunday Times,1,1
2022-10-25,Daily Mail and Mail on Sunday,1,0
2022-10-25,Daily Mirror,0,0
2022-10-25,Metro,0,0
2022-10-25,The Daily Telegraph,4,0
2022-10-25,The Guardian,1,2
2022-10-25,The Independent,4,5
2022-10-25,The Sun,1,1
2022-10-25,The Times and The Sunday Times,3,1
2022-10-26,Daily Mail and Mail on Sunday,0,1
2022-10-26,Daily Mirror,0,1
2022-10-26,Metro,0,1
2022-10-26,The Daily Telegraph,1,1
2022-10-26,The Guardian,3,0
2022-10-26,The Independent,0,3
2022-10-26,The Sun,0,0
2022-10-26,The Times and The Sunday Times,0,0
2022-10-27,Daily Mail and Mail on Sunday,1,0
2022-10-27,Daily Mirror,1,0
2022-10-27,Metro,0,0
2022-10-27,The Daily Telegraph,0,0
2022-10-27,The Guardian,0,0
2022-10-27,The Independent,2,3
2022-10-27,The Sun,1,0
2022-10-27,The Times and The Sunday Times,2,0
2022-10-28,Daily Mail and Mail on Sunday,1,0
2022-10-28,Daily Mirror,0,0
2022-10-28,Metro,0,1
2022-10-28,The Daily Telegraph,1,0
2022-10-28,The Guardian,1,1
2022-10-28,The Independent,0,6
2022-10-28,The Sun,0,0
2022-10-28,The Times and The Sunday Times,0,0
2022-10-29,Daily Mail and Mail on Sunday,0,0
2022-10-29,Daily Mirror,0,0
2022-10-29,Metro,0,0
2022-10-29,The Daily Telegraph,0,1
